bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
1061318,Network,51865,172.22.248.104,,,,2025-09-30T15:20:52.240609,3389,,,,1299982,,e71109f6-aa92-4115-b38a-5299aa099c66,,,,,,,,TCP,,info,,,,183.394,64.23.183.157
,System Log,,10.153.98.190,WARNING,windows,,2025-09-30T15:22:41.148063,,WIN-4427,,,,,61bd9304-2fb6-4461-9167-13a34de546d0,,,,,,mysqld,39897,,,ERROR,,Service stopped,,,172.19.156.185
,Firewall,41446,172.21.124.16,,,deny,2025-09-30T15:27:48.545737,22,,,,,,1b5c988a-ce24-4a77-a1de-d02541de5c1d,,inbound,,,,,,ICMP,FW_RULE_6790,critical,,,,,209.153.59.85
,DNS,,3.30.35.18,,,,2025-09-30T15:51:56.572158,,,test.org,0,,0.71,57b81c11-ae9d-4035-addb-d275831c2b3d,,,,NOERROR,,,,,,info,AAAA,,,,10.185.201.133
,Security,,172.25.99.3,,,file_access,2025-09-30T15:55:18.884073,,,,,,,4091c713-525b-4b91-ad4e-eb2384ae908d,delete for user on slack,,success,,firefox,,,,,high,,,user61,,10.141.8.111
1429084,Network,61295,172.29.158.23,,,,2025-09-30T15:23:00.594704,443,,,,882001,,9819ebf2-60f7-4cf8-9990-6fecd6dcfdeb,,,,,,,,TCP,,info,,,,15.884,17.156.238.148
,System Log,,172.18.81.55,INFO,linux,,2025-09-30T15:57:56.532652,,LNX-1247,,,,,0435546a-a024-4343-9ca0-9e0675d6b0b3,,,,,,nginx,10064,,,ERROR,,Configuration reload,,,192.168.142.28
,Firewall,14756,172.31.226.226,,,deny,2025-09-30T15:10:03.805513,3389,,,,,,704ad4ca-12d1-4e2c-9a34-96874d8224a6,,inbound,,,,,,TCP,FW_RULE_4843,critical,,,,,114.252.192.222
,DNS,,180.159.232.55,,,,2025-09-30T15:54:50.579532,,,company.local,3,,0.532,9333adb5-feb3-4c5e-aaba-1012c8db0eeb,,,,NXDOMAIN,,,,,,info,TXT,,,,172.28.177.38
,Security,,172.23.251.132,,,password_change,2025-09-30T15:08:50.976534,,,,,,,6e4b9a1e-0955-404d-982c-c76f86be14a2,system enforced for user on ssh,,success,,zoom,,,,,high,,,user82,,172.29.107.14
1146636,Network,56844,10.100.84.192,,,,2025-09-30T15:48:18.519079,22,,,,415948,,7198eb32-cb59-480e-9df0-dc2c4de039f7,,,,,,,,TCP,,info,,,,69.258,147.12.121.213
,System Log,,192.168.85.174,INFO,linux,,2025-09-30T15:59:01.122464,,LNX-1224,,,,,8e268483-aadc-4572-892b-d2489f9fbe32,,,,,,sshd,58213,,,DEBUG,,Configuration reload,,,10.232.221.9
,Firewall,40815,172.17.176.137,,,drop,2025-09-30T15:42:33.030437,443,,,,,,920ebc43-a0bc-4b76-b961-4bbea69c8e4a,,outbound,,,,,,ICMP,FW_RULE_1768,info,,,,,192.168.220.100
,DNS,,92.80.62.77,,,,2025-09-30T15:43:04.551474,,,company.local,0,,0.475,974a3229-e33f-4f71-a125-78b37f33d180,,,,NOERROR,,,,,,info,CNAME,,,,192.168.23.125
,Security,,10.35.93.228,,,file_access,2025-09-30T15:20:32.004568,,,,,,,f0c9f5e4-0dcf-4526-a61a-a8d00cad9bda,read for user on zoom,,success,,slack,,,,,low,,,user63,,192.168.28.187
1182381,Network,54096,192.168.98.18,,,,2025-09-30T15:12:47.882148,22,,,,1475121,,0066b4df-7cda-4ed4-ba8c-0f038101d604,,,,,,,,TCP,,info,,,,1.337,192.168.5.114
,System Log,,192.168.66.134,ERROR,linux,,2025-09-30T15:34:17.320144,,LNX-6222,,,,,21c2a149-3f07-4718-993a-9182f8981bc4,,,,,,sshd,50087,,,WARNING,,Configuration reload,,,172.30.176.14
,Firewall,59880,10.172.34.52,,,drop,2025-09-30T15:27:50.992274,80,,,,,,80c4a18f-c990-4b5a-8d46-36d1fa902482,,outbound,,,,,,UDP,FW_RULE_4081,warning,,,,,183.65.247.89
,DNS,,50.83.99.13,,,,2025-09-30T16:06:36.039879,,,test.org,5,,0.125,c6902b87-4fc7-4652-9e84-8101e4c678de,,,,REFUSED,,,,,,info,A,,,,10.80.250.144
,Security,,172.20.197.137,,,password_change,2025-09-30T16:03:30.531816,,,,,,,044d6275-18c7-438f-999b-c6b0c2f5af53,user initiated for user on slack,,success,,vpn,,,,,medium,,,user12,,172.26.220.237
1430886,Network,64302,192.168.218.82,,,,2025-09-30T15:17:12.949102,25,,,,108140,,4e82b3ea-d37d-4c4c-ae25-18a24920c888,,,,,,,,TCP,,info,,,,292.081,140.232.38.17
,System Log,,10.11.186.60,WARNING,windows,,2025-09-30T15:38:05.665906,,WIN-3399,,,,,54f45219-2ce0-4dab-ba70-dfebf6c64dda,,,,,,postgresql,48742,,,WARNING,,Group membership changed,,,10.38.125.34
,Firewall,35651,192.168.175.3,,,allow,2025-09-30T15:58:40.187182,25,,,,,,f6c85c57-2221-41df-91e8-f2b30b63c0a2,,outbound,,,,,,UDP,FW_RULE_4764,critical,,,,,172.31.220.109
,DNS,,22.72.103.155,,,,2025-09-30T15:12:12.241271,,,internal.net,0,,0.761,cffa4699-f7e0-4271-ad1c-7301becbbf30,,,,NOERROR,,,,,,info,CNAME,,,,172.29.67.116
,Security,,172.19.236.213,,,permission_change,2025-09-30T15:22:59.962234,,,,,,,f78901e2-48ae-4b7a-9f94-210c832ed2a2,role update for user on chrome,,success,,firefox,,,,,critical,,,user86,,192.168.197.211
547227,Network,64197,192.168.75.97,,,,2025-09-30T16:03:46.594034,22044,,,,575578,,dadcf150-f52a-4bd7-bc48-fe951ba15743,,,,,,,,ICMP,,info,,,,59.589,172.28.111.192
,System Log,,192.168.48.248,INFO,linux,,2025-09-30T15:19:53.798468,,LNX-3921,,,,,49e4f0bf-cbc7-4067-a8e7-dc61a55b7a71,,,,,,nginx,26320,,,INFO,,Password authentication,,,10.205.88.72
,Firewall,9211,10.233.141.109,,,deny,2025-09-30T15:11:47.376980,443,,,,,,002f733f-7553-4c3d-b7fd-fc3f868d0ffd,,outbound,,,,,,ICMP,FW_RULE_5656,info,,,,,74.204.242.206
,DNS,,83.161.222.166,,,,2025-09-30T15:29:04.607249,,,example.com,0,,0.896,657f5107-a91a-4f84-8cf3-b64fe435b6a3,,,,NOERROR,,,,,,info,TXT,,,,192.168.96.13
,Security,,192.168.73.88,,,file_access,2025-09-30T15:30:21.848745,,,,,,,3a5d6224-1e55-44b2-8b60-4af4d4a6e3e3,read for user on vpn,,success,,slack,,,,,critical,,,user60,,172.29.234.181
751044,Network,52245,172.26.8.32,,,,2025-09-30T15:19:15.946841,443,,,,873517,,3ae4243f-d5fa-48d7-bd1c-8fe91fc379e3,,,,,,,,ICMP,,info,,,,150.104,157.31.61.2
,System Log,,192.168.11.246,ERROR,windows,,2025-09-30T15:21:39.438630,,WIN-8372,,,,,0365f434-802c-44ac-9c60-6cdd48317d49,,,,,,mysqld,23493,,,WARNING,,Service started,,,192.168.103.97
,Firewall,48937,172.16.21.198,,,deny,2025-09-30T16:08:15.196087,53,,,,,,2dc4ef12-b7a3-41e7-8003-b22cb0c14a34,,inbound,,,,,,TCP,FW_RULE_5482,info,,,,,192.168.172.222
,DNS,,6.76.221.141,,,,2025-09-30T15:44:11.139099,,,company.local,0,,0.757,7918d925-eb53-4f9f-a128-8a312d4af009,,,,NOERROR,,,,,,info,TXT,,,,192.168.56.44
,Security,,10.238.203.34,,,password_change,2025-09-30T15:36:09.144475,,,,,,,b6f4c355-2c27-41bc-940f-28485cabf0e0,admin reset for user on ssh,,success,,zoom,,,,,low,,,user74,,192.168.192.83
868032,Network,54481,192.168.175.152,,,,2025-09-30T15:33:35.755315,3306,,,,579518,,cb87daea-9e4a-4ba7-a862-58b8578b3ff2,,,,,,,,ICMP,,info,,,,94.359,78.37.203.17
,System Log,,192.168.237.208,WARNING,linux,,2025-09-30T15:57:41.917942,,LNX-8741,,,,,7ff4a8e2-cbe0-42b0-ba04-84517c9e159d,,,,,,sshd,13196,,,INFO,,Process forked,,,10.8.97.16
,Firewall,358,172.24.78.175,,,deny,2025-09-30T16:00:03.102389,22,,,,,,9f1f7b26-84c2-43c7-bd2b-247c6b8597e7,,outbound,,,,,,ICMP,FW_RULE_3233,warning,,,,,23.5.204.93
,DNS,,30.92.35.227,,,,2025-09-30T15:24:22.249085,,,dev.company.local,0,,0.513,6bda9506-6ffd-4eaf-9c79-b017271b6440,,,,NOERROR,,,,,,info,A,,,,172.26.250.169
,Security,,192.168.64.236,,,permission_change,2025-09-30T16:05:12.423998,,,,,,,eb963784-e466-4d4e-9f15-b3f79c4606c0,group membership change for user on firefox,,success,,chrome,,,,,medium,,,user74,,172.31.236.55
1033176,Network,38044,172.16.133.162,,,,2025-09-30T15:13:46.780364,33414,,,,221293,,dd017405-1a7a-48a3-a0bd-f5c74cad3f68,,,,,,,,ICMP,,info,,,,278.175,10.87.253.232
,System Log,,10.190.255.75,INFO,windows,,2025-09-30T15:24:49.446375,,WIN-6861,,,,,891dc2f5-f4ff-4935-8638-7fb16c47ac37,,,,,,nginx,57599,,,INFO,,User account created,,,192.168.85.179
,Firewall,33207,10.61.90.0,,,drop,2025-09-30T16:04:35.665209,3306,,,,,,134dd963-4e0e-4d28-9c46-890b9a9d7151,,inbound,,,,,,TCP,FW_RULE_8610,critical,,,,,172.25.160.243
,DNS,,105.193.26.26,,,,2025-09-30T15:26:14.105427,,,test.org,0,,0.514,4c2e8c02-7c92-43e7-8921-bee4f2bd156c,,,,NOERROR,,,,,,info,TXT,,,,192.168.221.180
,Security,,172.30.103.194,,,login,2025-09-30T16:04:19.718460,,,,,,,9825caa7-af0f-48f1-ac5a-d92c59ec34b8,successful login for user on firefox,,success,,ssh,,,,,critical,,,user67,,192.168.123.248
1104688,Network,59470,10.34.213.61,,,,2025-09-30T15:32:54.789682,80,,,,108157,,6c348f44-502a-44ce-a699-480555035fe0,,,,,,,,UDP,,info,,,,220.896,192.168.175.174
,System Log,,192.168.96.107,ERROR,linux,,2025-09-30T15:47:50.311218,,LNX-4423,,,,,5c6ddeae-7aa1-4054-84eb-04a408eadb22,,,,,,mysqld,21571,,,DEBUG,,Service restart,,,10.66.178.52
,Firewall,51633,192.168.191.28,,,drop,2025-09-30T15:26:09.492587,443,,,,,,9fbe788f-d9bb-4d67-bb05-da72d929a0e9,,inbound,,,,,,UDP,FW_RULE_4201,critical,,,,,192.38.13.208
,DNS,,232.189.177.26,,,,2025-09-30T15:22:15.116814,,,example.com,3,,0.972,0d6fb712-d8a9-4283-b02a-7dc59bd3ab2a,,,,NXDOMAIN,,,,,,info,CNAME,,,,10.67.220.240
,Security,,172.19.145.165,,,login,2025-09-30T16:10:35.010970,,,,,,,dce96622-d59f-4151-8e23-07f16b175681,account locked for user on chrome,,success,,zoom,,,,,critical,,,user48,,10.44.45.147
255395,Network,65059,10.80.145.161,,,,2025-09-30T15:47:09.296777,3306,,,,381267,,4ab6fb48-07e4-4a07-a72f-a5fabca5f78c,,,,,,,,TCP,,info,,,,117.201,172.21.53.234
,System Log,,192.168.17.76,ERROR,linux,,2025-09-30T15:44:08.290645,,LNX-7124,,,,,30ebe7d1-808f-4700-92f4-8e50eb4eb4e0,,,,,,nginx,33972,,,INFO,,SSH login,,,172.21.201.247
,Firewall,45155,192.168.124.40,,,allow,2025-09-30T15:53:56.311287,5432,,,,,,32c3e32d-d190-4c29-bf0c-420d23f2e9b4,,outbound,,,,,,ICMP,FW_RULE_4370,info,,,,,33.13.57.252
,DNS,,153.203.38.31,,,,2025-09-30T16:11:08.438993,,,company.local,0,,0.272,487583d9-6788-435e-9ede-34443dc72500,,,,NOERROR,,,,,,info,AAAA,,,,172.25.29.118
,Security,,172.24.15.126,,,logout,2025-09-30T16:11:39.271816,,,,,,,91e61d26-89c4-4b70-9f87-f4bce4c5fb0b,system shutdown for user on firefox,,success,,chrome,,,,,high,,,user98,,172.26.164.1
1258800,Network,49633,10.221.91.63,,,,2025-09-30T15:55:51.867370,3306,,,,308534,,44e28c39-0984-468b-bcca-54498c554dea,,,,,,,,UDP,,info,,,,278.404,10.166.73.140
,System Log,,10.148.249.79,ERROR,linux,,2025-09-30T15:41:21.398348,,LNX-6749,,,,,73ac41e8-2ce6-48b7-800e-c99cc85dd9c2,,,,,,httpd,54892,,,INFO,,SSH login,,,172.24.231.109
,Firewall,62725,10.104.244.211,,,allow,2025-09-30T15:18:41.365921,22,,,,,,997bd641-2fb6-4259-81e4-e67bc2d7bec7,,outbound,,,,,,UDP,FW_RULE_2328,warning,,,,,10.129.125.34
,DNS,,226.32.134.147,,,,2025-09-30T15:32:58.534306,,,company.local,0,,0.576,e4930cb1-49f8-451c-b567-8c6897ac0a7c,,,,NOERROR,,,,,,info,AAAA,,,,192.168.61.67
,Security,,10.11.116.25,,,file_access,2025-09-30T16:12:00.953307,,,,,,,cb98c9f2-31bb-468b-8c6d-61c208d2cca3,delete for user on ssh,,success,,outlook,,,,,low,,,user42,,10.218.207.228
695682,Network,57989,172.19.90.192,,,,2025-09-30T15:43:49.909388,53,,,,1477620,,f1f4f416-ae5c-48f8-a434-cf10e4e77d20,,,,,,,,ICMP,,info,,,,29.907,192.168.54.33
,System Log,,10.73.6.80,ERROR,windows,,2025-09-30T15:37:07.800657,,WIN-3585,,,,,c0898dce-d445-4850-9031-c828d5f8caef,,,,,,httpd,23231,,,INFO,,Password changed,,,192.168.87.229
,Firewall,35995,172.17.168.248,,,drop,2025-09-30T15:57:58.998415,53,,,,,,52f671dd-ed13-4d54-a8e4-30c7c047d27a,,outbound,,,,,,ICMP,FW_RULE_9199,info,,,,,201.6.62.82
,DNS,,170.10.118.157,,,,2025-09-30T16:00:40.389750,,,test.org,0,,0.21,a533176a-d1bb-485d-a699-99cc66aea4ae,,,,NOERROR,,,,,,info,MX,,,,172.17.35.206
,Security,,172.27.25.205,,,logout,2025-09-30T15:59:30.470834,,,,,,,18623d23-90df-4b9d-9aa8-4908985e0e4b,system shutdown for user on vpn,,success,,outlook,,,,,low,,,user9,,192.168.226.183
51667,Network,60821,172.17.207.44,,,,2025-09-30T15:43:43.697743,3389,,,,1229343,,4b2e0c3e-e4fd-46e0-ac52-65fd9e7b9fcb,,,,,,,,UDP,,info,,,,236.197,169.128.99.147
,System Log,,172.21.81.145,ERROR,linux,,2025-09-30T15:41:34.304500,,LNX-7016,,,,,09729fea-5230-4fbf-a846-6dcc60c72222,,,,,,mysqld,48950,,,INFO,,sudo command execution,,,10.90.45.35
,Firewall,29329,172.22.125.65,,,allow,2025-09-30T15:29:52.732680,443,,,,,,ba570493-dab6-40c8-bc27-3cc1b82f0243,,outbound,,,,,,ICMP,FW_RULE_2112,warning,,,,,69.87.149.219
,DNS,,172.11.111.229,,,,2025-09-30T16:15:06.071205,,,dev.company.local,0,,0.755,8bbc0ef0-d98f-42a6-9bf0-84cd5fa01511,,,,NOERROR,,,,,,info,NS,,,,10.226.48.83
,Security,,172.25.49.191,,,permission_change,2025-09-30T16:13:13.933863,,,,,,,574b3fbe-4b52-43c7-9ebe-55d6ca679697,role update for user on slack,,success,,slack,,,,,low,,,user36,,10.143.101.166
848198,Network,53760,10.18.212.1,,,,2025-09-30T15:21:52.461764,30600,,,,1018842,,d3e05965-4de6-46b8-a654-8ca2e8804ba0,,,,,,,,TCP,,info,,,,43.998,34.93.241.204
,System Log,,172.28.190.190,INFO,windows,,2025-09-30T15:53:52.917129,,WIN-6209,,,,,3c6708cc-01ea-4877-81e7-d4c2ac6d26ee,,,,,,httpd,9789,,,DEBUG,,Service started,,,10.109.255.208
,Firewall,58658,10.131.170.126,,,deny,2025-09-30T15:53:49.108574,3306,,,,,,57e85dec-1314-494b-beaa-a40386bffd13,,inbound,,,,,,TCP,FW_RULE_2873,critical,,,,,10.114.96.37
,DNS,,55.157.193.215,,,,2025-09-30T16:18:55.261754,,,dev.company.local,0,,0.206,0102a5f6-8a93-4228-8261-3f2d2a974807,,,,NOERROR,,,,,,info,NS,,,,10.193.155.69
,Security,,192.168.246.164,,,login,2025-09-30T15:55:20.970100,,,,,,,7858e7c2-d12d-4156-a687-16ee483c996b,failed login for user on slack,,failure,,outlook,,,,,low,,,user66,,10.171.106.220
136545,Network,57555,192.168.108.190,,,,2025-09-30T15:26:37.422212,3306,,,,1024973,,ce13581f-b9fe-4281-8b0b-3a6de7db5ac1,,,,,,,,ICMP,,info,,,,165.355,48.75.234.182
,System Log,,192.168.104.154,INFO,linux,,2025-09-30T15:58:58.408581,,LNX-4414,,,,,fa71f147-880d-46a8-81f6-231335a7b2d4,,,,,,postgresql,61625,,,INFO,,sudo command execution,,,10.204.160.41
,Firewall,26433,10.166.214.84,,,deny,2025-09-30T15:47:22.586853,22,,,,,,fafd7de3-510d-4993-a5f5-0e8de91e1a8f,,outbound,,,,,,ICMP,FW_RULE_2881,info,,,,,172.31.225.200
,DNS,,75.190.167.178,,,,2025-09-30T15:44:50.069585,,,example.com,0,,0.009,d4427f3a-d8ec-4449-9177-e78a07aab195,,,,NOERROR,,,,,,info,NS,,,,192.168.42.42
,Security,,10.136.45.139,,,logout,2025-09-30T15:57:17.328535,,,,,,,ed92035a-e153-4954-a912-6f3b7dcf8e55,user initiated for user on ssh,,success,,firefox,,,,,low,,,user46,,172.28.247.201
1209177,Network,3960,10.100.87.107,,,,2025-09-30T16:05:07.220483,6671,,,,757570,,5a681485-c817-4310-9fe4-34c5683309b9,,,,,,,,TCP,,info,,,,259.21,10.67.93.29
,System Log,,192.168.211.169,INFO,linux,,2025-09-30T15:54:47.165500,,LNX-6765,,,,,fd95e16b-9fba-4ee8-b9be-d87131a36339,,,,,,sshd,63376,,,INFO,,Service restart,,,10.114.148.218
,Firewall,41371,10.238.1.229,,,drop,2025-09-30T16:18:42.577865,22,,,,,,7940cafc-0baf-4bdc-a8e7-2c3fe63f80f2,,inbound,,,,,,ICMP,FW_RULE_8506,info,,,,,10.82.92.133
,DNS,,99.183.240.100,,,,2025-09-30T15:47:17.152980,,,internal.net,0,,0.967,1dcec7e9-0a4e-4c57-9110-4fdf8d7e7d49,,,,NOERROR,,,,,,info,AAAA,,,,192.168.186.176
,Security,,192.168.92.211,,,logout,2025-09-30T15:36:48.589871,,,,,,,79c0045f-1859-4d52-aa76-efea46743e3d,user initiated for user on outlook,,success,,zoom,,,,,critical,,,user20,,192.168.235.160
735837,Network,62064,172.28.111.101,,,,2025-09-30T16:00:54.725395,25,,,,1382028,,610802aa-d15c-4af6-9696-6cab6d8ee85f,,,,,,,,TCP,,info,,,,185.044,34.1.176.144
,System Log,,192.168.122.133,WARNING,windows,,2025-09-30T16:13:00.023595,,WIN-2395,,,,,3227d8bd-55a4-4243-ac71-8a70e6f50a9e,,,,,,postgresql,31666,,,DEBUG,,User account created,,,192.168.189.81
,Firewall,58420,192.168.95.146,,,deny,2025-09-30T15:56:39.950845,80,,,,,,56474009-84b3-4242-a1f4-5c96245bdb43,,inbound,,,,,,ICMP,FW_RULE_4819,info,,,,,192.168.36.71
,DNS,,210.67.161.113,,,,2025-09-30T15:55:54.664030,,,dev.company.local,0,,0.921,5d27c1c3-979a-4050-b294-a0dff72afc42,,,,NOERROR,,,,,,info,TXT,,,,10.95.220.76
,Security,,10.145.90.134,,,permission_change,2025-09-30T15:33:34.559229,,,,,,,843c04b2-a6c7-4a40-b3f6-179974f0c27f,privilege escalation for user on zoom,,success,,outlook,,,,,low,,,user29,,172.24.113.189
654674,Network,59751,172.19.41.198,,,,2025-09-30T16:18:02.124250,3389,,,,1217513,,15db7e79-e2eb-4650-be52-c6ccc56b766f,,,,,,,,TCP,,info,,,,119.677,172.19.18.222
,System Log,,172.19.90.12,INFO,windows,,2025-09-30T15:54:07.717818,,WIN-1587,,,,,442cc7f4-d031-40dd-9f6b-576237daa018,,,,,,nginx,48714,,,WARNING,,Configuration changed,,,172.23.124.193
,Firewall,58693,10.245.80.92,,,deny,2025-09-30T16:02:35.651727,22,,,,,,3a025e65-d6ec-4e1e-86ff-5333e56e9b39,,outbound,,,,,,UDP,FW_RULE_5494,critical,,,,,192.168.52.224
,DNS,,95.145.213.66,,,,2025-09-30T16:09:21.543220,,,wiki.internal.net,0,,0.04,63fad7c9-3368-4060-9afb-c20a7c7474ff,,,,NOERROR,,,,,,info,A,,,,172.20.158.13
,Security,,192.168.193.32,,,password_change,2025-09-30T16:10:23.907352,,,,,,,95f67ed1-f023-4664-a312-18dee5fccb07,system enforced for user on slack,,success,,firefox,,,,,medium,,,user3,,10.101.179.21
138497,Network,57447,10.200.152.247,,,,2025-09-30T16:21:44.067183,3306,,,,520593,,88ae5659-d23c-44d1-a7ac-8c0a90df6eac,,,,,,,,TCP,,info,,,,232.287,63.117.67.147
,System Log,,172.23.164.28,INFO,windows,,2025-09-30T15:52:56.936372,,WIN-4654,,,,,2534002c-a24c-4066-9d39-b97fae60348b,,,,,,httpd,27131,,,WARNING,,Service started,,,172.17.126.104
,Firewall,30615,172.21.29.152,,,allow,2025-09-30T15:50:38.703104,53,,,,,,cc287578-1445-42d9-adc0-bc01cbb6044c,,outbound,,,,,,TCP,FW_RULE_9695,critical,,,,,10.228.94.119
,DNS,,153.141.119.96,,,,2025-09-30T15:50:43.973923,,,dev.company.local,0,,0.454,83672df2-9d9b-4f6b-aeb8-fc2fe17e0fff,,,,NOERROR,,,,,,info,AAAA,,,,172.26.248.141
,Security,,10.129.251.192,,,password_change,2025-09-30T15:58:51.270391,,,,,,,3f069ddd-6287-4530-a319-bdac3d13b7f7,user initiated for user on zoom,,success,,zoom,,,,,critical,,,user10,,172.31.151.217
1110259,Network,58965,10.90.46.18,,,,2025-09-30T16:27:41.947224,53,,,,1066849,,483c6f63-3ab9-471e-bf9c-65b95d6ebc3e,,,,,,,,TCP,,info,,,,171.82,180.108.99.30
,System Log,,172.27.14.2,ERROR,windows,,2025-09-30T16:29:12.777276,,WIN-2622,,,,,6bb52655-d88e-4ba9-82b9-d586626549ac,,,,,,sshd,16827,,,CRITICAL,,User account created,,,10.5.172.169
,Firewall,53122,192.168.18.25,,,allow,2025-09-30T15:59:35.164680,53,,,,,,b044dc76-2cae-4694-a4a2-223922bf798c,,outbound,,,,,,TCP,FW_RULE_5839,info,,,,,10.204.105.108
,DNS,,82.237.231.179,,,,2025-09-30T16:21:26.912810,,,test.org,0,,0.604,2af830ea-2cc3-4547-ae3d-bc32bc547a27,,,,NOERROR,,,,,,info,MX,,,,10.210.14.198
,Security,,172.19.250.211,,,login,2025-09-30T16:14:14.094891,,,,,,,d73ec4db-042c-489f-a0d6-0df520c8e2e5,successful login for user on vpn,,success,,slack,,,,,medium,,,user61,,172.16.133.97
161468,Network,55349,192.168.202.240,,,,2025-09-30T15:53:11.149002,22,,,,28941,,4761c771-90e2-4ccd-b70a-703df765525e,,,,,,,,ICMP,,info,,,,141.262,12.102.141.196
,System Log,,192.168.37.35,WARNING,linux,,2025-09-30T16:15:33.261057,,LNX-8334,,,,,1d3c3cc1-d0e3-4290-96ec-d86672a57557,,,,,,nginx,28132,,,CRITICAL,,Configuration reload,,,192.168.145.117
,Firewall,27397,172.17.36.93,,,allow,2025-09-30T16:10:01.260510,3389,,,,,,b2543f88-d841-4695-a99f-6456e57e8feb,,inbound,,,,,,ICMP,FW_RULE_3400,critical,,,,,172.20.102.33
,DNS,,189.242.94.233,,,,2025-09-30T15:55:40.801550,,,example.com,0,,0.098,de20ce98-44e9-4ae5-a432-a0fe3da74f43,,,,NOERROR,,,,,,info,AAAA,,,,192.168.161.100
,Security,,172.18.55.57,,,permission_change,2025-09-30T16:22:29.084571,,,,,,,fbe561c7-44ca-4998-b1c6-7789b40abe10,privilege escalation for user on outlook,,success,,zoom,,,,,critical,,,user89,,172.24.84.214
413435,Network,54549,172.18.228.31,,,,2025-09-30T15:53:20.536952,25,,,,679003,,45496314-62d9-4e83-b9ee-a2799eaead83,,,,,,,,UDP,,info,,,,203.494,25.125.45.182
,System Log,,10.111.235.25,ERROR,linux,,2025-09-30T16:27:01.586030,,LNX-3951,,,,,763ea199-6aaf-403d-89e8-bfdb6979e101,,,,,,mysqld,3986,,,WARNING,,Configuration reload,,,192.168.234.58
,Firewall,37762,172.18.34.100,,,deny,2025-09-30T15:51:17.043494,25,,,,,,86c68977-b25b-4f75-ab23-63f96e9ef42a,,outbound,,,,,,UDP,FW_RULE_9238,info,,,,,16.17.116.231
,DNS,,195.196.182.122,,,,2025-09-30T16:21:41.780134,,,example.com,0,,0.969,f7beba03-bb59-4bbe-a9df-ac0aad013940,,,,NOERROR,,,,,,info,MX,,,,192.168.128.117
,Security,,10.55.9.129,,,login,2025-09-30T16:13:22.038560,,,,,,,9aa7537a-bce2-43e6-b4c4-a7c1e0b04955,failed login for user on vpn,,failure,,outlook,,,,,medium,,,user15,,192.168.181.175
62399,Network,54080,10.5.133.157,,,,2025-09-30T15:53:53.841646,53,,,,239557,,50f2825c-0e59-4556-a0ba-8ebbdcb5edb3,,,,,,,,TCP,,info,,,,99.124,172.20.11.250
,System Log,,172.21.136.222,WARNING,windows,,2025-09-30T15:48:46.894003,,WIN-7462,,,,,36b7b2af-cb00-4aba-a240-fe4c1a09b786,,,,,,mysqld,47106,,,ERROR,,Password changed,,,172.25.131.159
,Firewall,17503,172.25.118.46,,,drop,2025-09-30T15:36:57.603176,22,,,,,,c349abf8-c8f4-4c5f-8fed-4c22ae6d6266,,outbound,,,,,,UDP,FW_RULE_7574,critical,,,,,174.81.51.235
,DNS,,82.73.11.82,,,,2025-09-30T16:12:37.568254,,,internal.net,0,,0.473,e9b04fe7-1cb4-4b53-969f-7863fd4ffd45,,,,NOERROR,,,,,,info,AAAA,,,,10.151.132.146
,Security,,172.26.127.147,,,password_change,2025-09-30T16:05:21.645308,,,,,,,e7850a8a-8695-4a55-9b15-78844cb00529,system enforced for user on firefox,,success,,zoom,,,,,medium,,,user39,,172.21.164.80
112615,Network,16983,10.115.27.76,,,,2025-09-30T15:39:11.612415,26066,,,,530407,,1718ff46-da17-4d26-92e1-ce232e368add,,,,,,,,UDP,,info,,,,135.076,192.168.182.103
,System Log,,192.168.245.249,ERROR,windows,,2025-09-30T16:33:01.887742,,WIN-6648,,,,,d5bb716f-3180-4a59-a833-34001597f0dd,,,,,,nginx,37347,,,DEBUG,,Boot completed,,,192.168.143.201
,Firewall,34083,172.24.11.48,,,deny,2025-09-30T16:08:01.737410,5432,,,,,,be5bbf0a-0c57-473a-bb1e-201b85e5fb74,,inbound,,,,,,UDP,FW_RULE_3442,info,,,,,221.98.143.215
,DNS,,187.84.141.29,,,,2025-09-30T16:22:39.917713,,,company.local,0,,0.56,5e92cd74-9896-4b00-9d60-9f6c70fac2b6,,,,NOERROR,,,,,,info,NS,,,,192.168.41.215
,Security,,172.22.190.203,,,permission_change,2025-09-30T15:40:35.343129,,,,,,,3952c45f-a7f4-414a-a35e-b8a1a9eeee30,privilege escalation for user on vpn,,success,,firefox,,,,,medium,,,user7,,10.209.48.145
150950,Network,65200,192.168.84.149,,,,2025-09-30T15:57:08.578294,53,,,,893437,,d48adec1-b9f1-4a8c-96fc-4f16269a3f03,,,,,,,,ICMP,,info,,,,227.047,172.17.198.154
,System Log,,172.28.178.13,INFO,linux,,2025-09-30T15:40:47.051376,,LNX-9696,,,,,6a99188a-3db7-46a5-967b-893c126d7ea6,,,,,,sshd,29265,,,ERROR,,Service restart,,,10.34.101.144
,Firewall,46372,192.168.145.228,,,allow,2025-09-30T16:08:58.072113,3389,,,,,,77a91110-5d3b-4928-a399-ea33bfb84c28,,inbound,,,,,,TCP,FW_RULE_9789,warning,,,,,42.92.219.26
